bid_item_code,category,description,unit_of_measure
604-83112,604,12 Inch Plastic Pipe Sewer (Polyvinyl Chloride),LF
604-83115,604,15 Inch Plastic Pipe Sewer (Polyvinyl Chloride),LF
604-83118,604,18 Inch Plastic Pipe Sewer (Polyvinyl Chloride),LF
604-83121,604,21 Inch Plastic Pipe Sewer (Polyvinyl Chloride),LF
604-83124,604,24 Inch Plastic Pipe Sewer (Polyvinyl Chloride),LF
604-83127,604,27 Inch Plastic Pipe Sewer (Polyvinyl Chloride),LF
604-84000,604,Plastic Sliplining,LF
604-85000,604,Fiberglass Reinforced Plastic Walkway,SF
605-00004,605,4 Inch Non-Perforated Pipe Underdrain,LF
605-00006,605,6 Inch Non-Perforated Pipe Underdrain,LF
605-00008,605,8 Inch Non-Perforated Pipe Underdrain,LF
605-00012,605,12 Inch Non-Perforated Pipe Underdrain,LF
605-00020,605,2 Inch Perforated Pipe Underdrain,LF
605-00040,605,4 Inch Perforated Pipe Underdrain,LF
605-00041,605,4 Inch Perforated Pipe Underdrain (Special),LF
605-00060,605,6 Inch Perforated Pipe Underdrain,LF
605-00061,605,6 Inch Perforated Pipe Underdrain (Special),LF
605-00080,605,8 Inch Perforated Pipe Underdrain,LF
605-00081,605,8 Inch Perforated Pipe Underdrain (Special),LF
605-00090,605,12 Inch Perforated Pipe Underdrain,LF
605-00100,605,10 Inch Perforated Pipe Underdrain,LF
605-00106,605,6 Inch Perforated Corrugated Steel Pipe,LF
605-00108,605,8 Inch Perforated Corrugated Steel Pipe,LF
605-00110,605,10 Inch Perforated Corrugated Steel Pipe,LF
605-00112,605,12 Inch Perforated Corrugated Steel Pipe,LF
605-00118,605,18 Inch Perforated Corrugated Steel Pipe,LF
605-00120,605,12 Inch Perforated Pipe Underdrain,LF
605-00124,605,24 Inch Perforated Corrugated Steel Pipe,LF
605-00148,605,48 Inch Perforated Corrugated Steel Pipe,LF
605-00180,605,18 Inch Perforated Pipe Underdrain,LF
605-00206,605,6 Inch Non-Perforated Corrugated Steel Pipe,LF
605-00208,605,8 Inch Non-Perforated Corrugated Steel Pipe,LF
605-00212,605,12 Inch Non-Perforated Corrugated Steel Pipe,LF
605-00218,605,18 Inch Non-Perforated Corrugated Steel Pipe,LF
605-00224,605,24 Inch Non-Perforated Corrugated Steel Pipe,LF
605-00240,605,24 Inch Perforated Pipe Underdrain,LF
605-00306,605,6 Inch Bituminous Coated Perforated Corrugated Steel Pipe,LF
605-00308,605,8 Inch Bituminous Coated Perforated Corrugated Steel Pipe,LF
605-00312,605,12 Inch Bituminous Coated Perforated Corrugated Steel Pipe,LF
605-00406,605,6 Inch Bituminous Coated Non-Perforated Corrugated Steel Pip,LF
605-00408,605,8 Inch Bituminous Coated Non-Perforated Corrugated Steel Pip,LF
605-00412,605,12 Inch Bituminous Coated Non-Perforated Corrugated Steel Pi,LF
605-01020,605,2 Inch Horizontal Drain,LF
605-01030,605,3 Inch Horizontal Drain,LF
605-11060,605,6 Inch Perforated Corrugated Aluminum Pipe,LF
605-11080,605,8 Inch Perforated Corrugated Aluminum Pipe,LF
605-11120,605,12 Inch Perforated Corrugated Aluminum Pipe,LF
605-12060,605,6 Inch Non-Perforated Corrugated Aluminum Pipe,LF
605-12080,605,8 Inch Non-Perforated Corrugated Aluminum Pipe,LF
605-12120,605,12 Inch Non-Perforated Corrugated Aluminum Pipe,LF
605-13040,605,4 Inch Perforated Corrugated Plastic Pipe,LF
605-13060,605,6 Inch Perforated Corrugated Plastic Pipe,LF
605-13080,605,8 Inch Perforated Corrugated Plastic Pipe,LF
605-13100,605,10 Inch Perforated Corrugated Plastic Pipe,LF
605-13120,605,12 Inch Perforated Corrugated Plastic Pipe,LF
605-14040,605,4 Inch Non-Perforated Corrugated Plastic Pipe,LF
605-14060,605,6 Inch Non-Perforated Corrugated Plastic Pipe,LF
605-14080,605,8 Inch Non-Perforated Corrugated Plastic Pipe,LF
605-14100,605,10 Inch Non-Perforated Corrugated Plastic Pipe,LF
605-14120,605,12 Inch Non-Perforated Corrugated Plastic Pipe,LF
605-14150,605,15 Inch Non-Perforated Corrugated Plastic Pipe,LF
605-16500,605,Landslide Underdrain,LF
605-17000,605,Vertical Drainage Wick,LF
605-18000,605,"Strip Drain, Horizontal",LF
605-19000,605,Passive Vent Riser,EACH
605-19200,605,Low Permeability Soil Collar,EACH
605-20100,605,Formation Drain,LF
605-50000,605,Place Pipe Underdrain,LF
605-80024,605,3 Inch Perforated Plastic Pipe (Polyvinyl Chloride),LF
605-80032,605,4 Inch Perforated Plastic Pipe (Polyvinyl Chloride),LF
605-80048,605,6 Inch Perforated Plastic Pipe (Polyvinyl Chloride),LF
605-80064,605,8 Inch Perforated Plastic Pipe (Polyvinyl Chloride),LF
605-80096,605,12 Inch Perforated Plastic Pipe (Polyvinyl Chloride),LF
605-80144,605,18 Inch Perforated Plastic Pipe (Polyvinyl Chloride),LF
605-80192,605,24 Inch Perforated Plastic Pipe (Polyvinyl Chloride),LF
605-81032,605,4 Inch Plastic Pipe (Polyvinyl Chloride),LF
605-81048,605,6 Inch Plastic Pipe (Polyvinyl Chloride),LF
605-82000,605,Geocomposite Edge Drain,LF
605-82100,605,Pipe Edge Drain,LF
605-82200,605,French Drain,LF
605-82306,605,6 Inch Drain Pipe,LF
605-83000,605,Geocomposite Drain,SY
605-83001,605,Geocomposite Drain without Pipe,SY
605-83002,605,Geocomposite Drain with Pipe,SY
605-83010,605,Geocomposite Drain,SF
605-83500,605,Geocomposite Underdrain,LF
605-83501,605,Geocomposite Drain (Tunnel),SY
605-83505,605,Formation Drain,LF
605-83560,605,6 Inch Pipe Underdrain,LF
605-83580,605,8 Inch Pipe Underdrain,LF
605-84000,605,Subsurface Drain Outlet,LF
605-84100,605,Subsurface Drain Outlet Structure,EACH
605-85000,605,Surface Sand Filter,SF
606-00300,606,Wood Curb,LF
606-00301,606,Guardrail Type 3 (6-3 Post Spacing),LF
606-00302,606,Guardrail Type 3 (31 Inch Midwest Guardrail System),LF
606-00305,606,Guardrail Type 3 (Special),LF
606-00310,606,Guardrail Type 3A,LF
606-00315,606,Guardrail Type 3A (Special),LF
606-00350,606,Guardrail Type 3 (Double) (6-3 Post Spacing),LF
606-00355,606,Guardrail Type 3 (Double)(6-3 Post Spacing)(Special),LF
606-00360,606,Guardrail Type 3A (Double),LF
606-00365,606,Guardrail Type 3 (Special) (Furnish Only),LF
606-00400,606,Guardrail Type 4,LF
606-00401,606,Guardrail Type 4 (Install Only),LF
606-00405,606,Guardrail Type 4 (Special),LF
606-00410,606,Guardrail Type 4 (Tunnel),LF
606-00420,606,Guardrail Type 4 (Style CA),LF
606-00425,606,Guardrail Type 4 (Style CA) (Special),LF
606-00435,606,Guardrail Type 4 (Style CC),LF
606-00436,606,Guardrail Type 4 (Style CC-HOV),M
606-00437,606,Guardrail Type 4 (Style CC-HOV) (Special),LF
606-00438,606,Guardrail Type 4 (Style CC) (Special),LF
606-00440,606,Guardrail Type 4 (Style CD),LF
606-00445,606,Guardrail Type 4 (Style CD) (Special),LF
606-00447,606,Guardrail Type 4 (Style CD-HOV) (Special),LF
606-00450,606,Guardrail Type 4 (Style CE),LF
606-00455,606,Guardrail Type 4 (Style CE) (Special),LF
606-00456,606,Guardrail Type 4 (Style CE) (Special) (Sound Barrier),LF
606-00457,606,Guardrail Type 4 (Style CE-HOV) (Special),LF
606-00460,606,Guardrail Type 4 (Colored),M
606-00462,606,Guardrail Type 4A (Precast-Portable),LF
606-00465,606,Guardrail Type 4 (Precast-Portable),LF
606-00470,606,Guardrail Type 4 (Precast-Portable) (Colored),LF
606-00480,606,Guardrail Type 4 (Style CL),LF
606-00487,606,Guardrail Type 4 (Style CL-HOV) (Special),LF
606-00490,606,Guardrail Type 4C,LF
606-00500,606,Guardrail Type 4 (Continuous Slope) (1 Sided),LF
606-00501,606,Precast Guardrail (Install Only),LF
606-00505,606,Guardrail Type 4 (Continuous Slope) (2 Sided),LF
606-00550,606,Guardrail Type 4 (Style F),LF
606-00601,606,Guardrail Type 6 (6-3 Post Spacing),LF
606-00650,606,Guardrail Type 6 (Double) (6-3 Post Spacing),LF
606-00700,606,Guardrail Type 7,LF
606-00701,606,Guardrail (Cable),LF
606-00705,606,Guardrail Type 7 (Special),LF
606-00710,606,Guardrail Type 7 (Style CA),LF
606-00715,606,Guardrail Type 7 (Style CA)(Concrete Glare Screen),LF
606-00716,606,Guardrail Type 7 (Style CA) (Special),LF
606-00717,606,Guardrail Type 7 (Style CA)(Concrete Glare Screen)(Special),LF
606-00720,606,Guardrail Type 7 (Style CC),LF
606-00721,606,Guardrail Type 7 (Style CC) (Special),LF
606-00725,606,Guardrail Type 7 (Style CC)(Concrete Glare Screen),LF
606-00726,606,Guardrail Type 7 (Style CC-HOV),LF
606-00730,606,Guardrail Type 7 (Style CD),LF
606-00731,606,Guardrail Type 7 (Style CD) (Special),LF
606-00735,606,Guardrail Type 7 (Style CD)(Concrete Glare Screen),LF
606-00737,606,Guardrail Type 7 (Style CD)(Concrete Glare Screen) (Special),LF
606-00739,606,Guardrail Type 7 (Style CC-HOV) (Special),LF
606-00740,606,Guardrail Type 7 (Style CE),LF
606-00741,606,Guardrail Type 7 (Style CE) (Special),LF
606-00745,606,Guardrail Type 7 (Style CE)(Concrete Glare Screen),LF
606-00747,606,Guardrail Type 7 (Style CD-HOV) (Special),LF
606-00750,606,Guardrail Type 7 (Style CL),LF
606-00755,606,Concrete Glare Screen (Precast Type 7),LF
606-00787,606,Guardrail Type 7 (Style CL-HOV) (Special),LF
606-00800,606,Guardrail Type 7 (F-Shape Concrete Barrier),LF
606-00900,606,Guardrail (Special),LF
606-01310,606,End Anchorage Type 3A,EACH
606-01320,606,End Anchorage Type 3B,EACH
606-01330,606,End Anchorage Type 3C,EACH
606-01340,606,End Anchorage Type 3D,EACH
606-01350,606,End Anchorage Type 3E,EACH
606-01360,606,End Anchorage Type 3F,EACH
606-01370,606,Transition Type 3G,EACH
606-01371,606,Transition Type 3G (Special),EACH
606-01380,606,Transition Type 3H,EACH
606-01381,606,Transition Type 3H (Special),EACH
606-01385,606,Transition Type 3J,EACH
606-01387,606,End Anchorage Type 3B (31 Inch Midwest Guardrail System),EACH
606-01390,606,End Anchorage Type 3K,EACH
606-01395,606,Transition Type 3L,EACH
606-01400,606,End Anchorage Type 3M,EACH
606-01410,606,End Anchorage (Cable),EACH
606-01460,606,Median Terminal,EACH
606-01500,606,End Anchorage (Brakemaster),EACH
606-02000,606,End Anchorage (Special),EACH
606-02001,606,End Anchorage (Slotted Rail Terminal),EACH
606-02002,606,End Anchorage (ET-2000),EACH
606-02003,606,End Anchorage (Nonflared),EACH
606-02005,606,End Anchorage (Flared),EACH
606-02007,606,End Anchorage (Flared) (Special),EACH
606-08300,606,Place Guardrail Type 3,LF
606-08310,606,Place Guardrail Type 3A,LF
606-10200,606,Bridge Rail (Special),LF
606-10300,606,Bridge Rail Type 3,LF
606-10305,606,Bridge Rail Type 3 (Special),LF
606-10325,606,Bridge Rail Type 3,LF
606-10350,606,Bridge Rail Type 3R,LF
606-10360,606,Bridge Rail Type 3R (Special),LF
606-10400,606,Bridge Rail Type 4,LF
606-10405,606,Bridge Rail Type 4 (Special),LF
606-10420,606,Bridge Rail Type 4 (Section A),LF
606-10421,606,Bridge Rail Type 4 (Section B),LF
606-10450,606,Bridge Rail Type 4R,LF
606-10500,606,Bridge Rail Type 4 (Continuous Slope),LF
606-10650,606,Bridge Rail Type T6,LF
606-10700,606,Bridge Rail Type 7,LF
606-10705,606,Bridge Rail Type 7 (Special),LF
606-10720,606,Bridge Rail Type 7 (Section A),LF
606-10742,606,"Bridge Rail Type 7 (42"")",LF
606-10750,606,Bridge Rail Type 7R,LF
606-10755,606,Bridge Rail Type 7R (Special),LF
606-10800,606,Bridge Rail Type 8,LF
606-10805,606,Bridge Rail Type 8 (Special),LF
606-10950,606,Bridge Rail Type 9R,LF
606-11000,606,Bridge Rail Type 10,LF
606-11005,606,Bridge Rail Type 10 (Special),LF
606-11010,606,Bridge Rail Type 10R,LF
606-11011,606,Bridge Rail Type 10R (Install Only),LF
606-11015,606,Bridge Rail Type 10R (Special),LF
606-11020,606,Bridge Rail Type 10H,LF
606-11025,606,Bridge Rail Type 10H (Special),LF
606-11030,606,Bridge Rail Type 10M,LF
606-11032,606,Bridge Rail Type 10M (Special),LF
606-11033,606,Bridge Rail Type 10M(Special)(Install Only),LF
606-11035,606,Bridge Rail Type 10MR,LF
606-11900,606,Bridge Rail Post,EACH
606-20000,606,Wire Rope Safety Fence,LF
606-20010,606,Tensioned Cable Barrier,LF
606-20013,606,Tensioned Cable Barrier (TL-3),LF
606-20014,606,Tensioned Cable Barrier (TL-4),LF
606-20015,606,Tensioned Cable Barrier (TL-3)(Special),LF
606-21000,606,Wire Rope End Anchorage,EACH
606-21010,606,End Anchorage (Tensioned Cable Barrier),EACH
606-32405,606,Light Standard Steel (40 Foot) (2 Arm),EACH
606-40400,606,Structural Concrete Stain,SY
606-99998,606,Guardrail (Special),SF
606-99999,606,Guardrail Type 7 (Precast),LF
607-00000,607,Line Post,EACH
607-00005,607,End Post,EACH
607-00006,607,End Post (Tubing),EACH
607-00010,607,Corner and Line Brace Post,EACH
607-00011,607,Corner and Line Brace Post (Tubing),EACH
607-00015,607,End Post (Special),EACH
607-00020,607,Corner and Line Brace Post (Special),EACH
607-00030,607,Brace Post (Special),EACH
607-01000,607,Fence Barbed Wire with Metal Posts,LF
607-01010,607,Fence Barbed Wire with Metal Posts (Special),LF
607-01025,607,Install Fence,LF
607-01030,607,Fence (Furnish Only),LF
607-01050,607,Fence Wire With Metal Posts,LF
607-01055,607,Fence Wire With Treated Wooden Posts,LF
607-01100,607,Fence Barbed Wire With Treated Wooden Posts,LF
607-01110,607,Fence Barbed Wire With Treated Wooden Posts (Special),LF
607-11200,607,Fence Combination Wire With Metal Posts,LF
607-11210,607,Fence Combination Wire With Tubing Posts,LF
607-11220,607,Fence Combination Wire With Metal Posts (Special),LF
607-11300,607,Fence Combination Wire With Treated Wooden Posts,LF
607-11310,607,Fence Combination Wire With Treated Wooden Posts (Special),LF
607-11350,607,Fence Deer,LF
607-11352,607,Fence Deer (Wire Mesh),LF
607-11354,607,Fence Deer (Wooden Stays),LF
607-11360,607,Fence Deer (Special),LF
607-11400,607,Fence Picket,LF
607-11450,607,Fence Split Cedar,LF
607-11455,607,Fence Wood,LF
607-11460,607,Fence Wood Railing,LF
607-11500,607,Fence Stockade,LF
607-11525,607,Fence (Plastic),LF
607-11530,607,Fence (Special),LF
607-11550,607,Screen Wall,LF
607-11560,607,Debris Barrier,SF
607-11570,607,Silt Fence,LF
607-11575,607,Rock Fall Fence,LF
607-11576,607,Temporary Rockfall Containment System,L S
607-11577,607,Portable Rockfall Fence Assembly,LF
607-11579,607,Tire Fender,SY
607-11580,607,Fence (Temporary),LF
607-11581,607,Fence (Temporary) (Special),LF
607-11590,607,Flex Post Fence,LF
607-11595,607,Flex Post Fence (Special),LF
607-11598,607,Threadbar Fence,LF
607-11600,607,Fence Wood (Sound Barrier),SF
607-11648,607,Fence Wood (Sound Barrier) (48 Inch),LF
607-11672,607,Fence Wood (Sound Barrier) (72 Inch),LF
607-11696,607,Fence Wood (Sound Barrier) (96 Inch),LF
607-11720,607,Fence Wood (Sound Barrier) (120 Inch),LF
607-11744,607,Fence Wood (Sound Barrier) (144 Inch),LF
607-11768,607,Fence Wood (Sound Barrier) (168 Inch),LF
607-11799,607,Fence Wood (Sound Barrier) (Special),LF
607-11872,607,Fence Concrete (Sound Barrier) (72 Inch),LF
607-11890,607,Fence Concrete (Sound Barrier) (90 Inch),LF
607-11896,607,Fence Concrete (Sound Barrier) (96 Inch),LF
607-11920,607,Fence Concrete (Sound Barrier) (120 Inch),LF
607-11922,607,Fence Concrete (Sound Barrier) (144 Inch),LF
607-11924,607,Fence Metal (Sound Barrier) (24 Inch),LF
607-11936,607,Fence Metal (Sound Barrier) (36 Inch),LF
607-11937,607,Fence Metal (36 Inch),LF
607-11942,607,Fence Metal (Sound Barrier) (42 Inch),LF
607-11948,607,Fence Metal (Sound Barrier) (48 Inch),LF
607-11960,607,Fence Metal (Sound Barrier) (60 Inch),LF
607-11964,607,Fence Metal (Sound Barrier) (64 Inch),LF
607-11972,607,Fence Metal (Sound Barrier) (72 Inch),LF
607-11996,607,Fence Metal (Sound Barrier) (96 Inch),LF
607-12120,607,Fence Metal (Sound Barrier) (120 Inch),LF
607-12144,607,Fence Metal (Sound Barrier) (144 Inch),LF
607-13000,607,Fence Masonry (Sound Barrier),SF
607-13064,607,Fence Masonry (Sound Barrier) (64 Inch),LF
607-13072,607,Fence Masonry (Sound Barrier) (72 Inch),LF
607-13088,607,Fence Masonry (Sound Barrier)(88 Inch),LF
607-13096,607,Fence Masonry (Sound Barrier) (96 Inch),LF
607-13104,607,Fence Masonry (Sound Barrier) (104 Inch),LF
607-13112,607,Fence Masonry (Sound Barrier) (112 Inch),LF
607-13120,607,Fence Masonry (Sound Barrier) (120 Inch),LF
607-13144,607,Fence Masonry (Sound Barrier) (144 Inch),LF
607-13156,607,Fence Masonry (Sound Barrier) (156 Inch),LF
607-13168,607,Fence Masonry (Sound Barrier) (168 Inch),LF
607-13180,607,Fence Masonry (Sound Barrier) (180 Inch),LF
607-13196,607,Fence Masonry (Sound Barrier) (196 Inch),LF
607-14000,607,Fence Composite (Sound Barrier),SF
607-14090,607,Fence Composite (Sound Barrier) (90 Inch),LF
607-14120,607,Fence Composite (Sound Barrier) (120 Inch),LF
607-14144,607,Fence Composite (Sound Barrier) (144 Inch),LF
607-15000,607,Fence Concrete (Sound Barrier),SF
607-15005,607,Fence Concrete (Special),SF
607-15015,607,Fence Concrete (Sound) (Install Only),SF
607-15100,607,Fence (Sound Barrier),SF
607-15144,607,Fence Concrete (Sound Barrier)(144 Inch),LF
607-15200,607,Fence (Sound Barrier) (Alternate),SF
607-16000,607,Sound Barrier Rehabilitation,SF
607-20000,607,Safety Screen,EACH
607-20100,607,Glare Screen (Modular),LF
607-20110,607,Glare Screen (Special),LF
607-20124,607,Glare Screen (24 Inch),LF
607-21300,607,Fence Barrier With Metal Posts,LF
607-32000,607,Fence Picket Snow,LF
607-32100,607,Fence Steel Snow,LF
607-32200,607,Fence Wood Snow,LF
607-32208,607,Wood Snow Fence (8 Foot High),EACH
607-32210,607,Wood Snow Fence (10 Foot High),EACH
607-32212,607,Wood Snow Fence (12 Foot High),EACH
607-32300,607,Fence (Chain Link/Masonry),LF
607-52900,607,Line Post (Chain Link),EACH
607-52905,607,End Post (Chain Link),EACH
607-52910,607,Corner and Line Brace Post (Chain Link),EACH
607-53001,607,Fence Chain Link (PVC Coated),LF
607-53005,607,Fence Chain Link (Special),LF
607-53010,607,Fence Chain Link (Industrial),LF
607-53103,607,Fence Chain Link (Special) (102 Inch),LF
607-53136,607,Fence Chain Link (36 Inch),LF
607-53137,607,Fence Chain Link (Special) (36 Inch),LF
607-53142,607,Fence Chain Link (42 Inch),LF
607-53143,607,Fence Chain Link (Special) (42 Inch),LF
607-53148,607,Fence Chain Link (48 Inch),LF
607-53149,607,Fence Chain Link (Special) (48 Inch),LF
607-53155,607,Fence Chain Link (Special)(54 Inch),LF
607-53160,607,Fence Chain Link (60 Inch),LF
607-53161,607,Fence Chain Link (Special) (60 Inch),LF
607-53169,607,Fence Chain Link (Special)(68 Inch),LF
607-53172,607,Fence Chain Link (72 Inch),LF
607-53173,607,Fence Chain Link (Special) (72 Inch),LF
607-53178,607,Fence Chain Link (Spec) (78 In),LF
607-53184,607,Fence Chain Link (84 Inch),LF
607-53185,607,Fence Chain Link (Special) (84 Inch),LF
607-53189,607,Fence (Chain Link)(Special)(88 Inch),LF
607-53191,607,Fence Chain Link (Special) (92 Inch),LF
607-53196,607,Fence Chain Link (96 Inch),LF
607-53197,607,Fence Chain Link (Special) (96 Inch),LF
607-53203,607,Fence Chain Link (Special)(102 Inch),LF
607-53220,607,Fence Chain Link (120 Inch),LF
607-53244,607,Fence Chain Link (144 Inch),LF
607-53500,607,Fence Chain Link (Pedestrian),LF
607-54072,607,Fence Chain Link Screen (72 Inch),LF
607-54096,607,Fence Chain Link Screen (96 Inch),LF
607-54120,607,Fence Chain Link Screen (120 Inch),LF
607-54144,607,Fence Chain Link Screen (144 Inch),LF
607-55000,607,Fabric Chain Link,SF
607-55001,607,Fabric Chain Link (PVC Coated),SF
607-55030,607,Mesh Post,EACH
607-55031,607,Mesh Post (Special),EACH
607-55040,607,Mesh Anchor,EACH
607-55041,607,Mesh Anchor,LF
607-55050,607,Mesh Anchor (Special),EACH
607-55060,607,Mesh Pin,EACH
607-55100,607,Wire Mesh,SF
607-55101,607,Cable Net (1/2 Inch),SF
607-55102,607,Cable Net (5/16 Inch),SF
607-55103,607,Cable Net (Special),SF
607-55105,607,Cable Net Extension,SF
607-55200,607,Rock Anchor,LF
607-56001,607,Fence (Animal Protection),LF
607-56002,607,Fence (Special),EACH
607-60000,607,Deer Gate,EACH
607-60001,607,Pedestrian Gate (Special),EACH
607-60002,607,Game Ramp,EACH
607-60003,607,3 Foot Gate Walk,EACH
607-60004,607,4 Foot Gate Walk,EACH
607-60005,607,5 Foot Gate Walk,EACH
607-60006,607,6 Foot Gate Walk,EACH
607-60010,607,Game Ramp (Lumber),EACH
607-60012,607,Game Ramp (Backfill),EACH
607-60014,607,Game Ramp (Seeding),EACH
607-60103,607,3 Foot Gate,EACH
607-60105,607,4 Foot Gate (Special),EACH
607-60108,607,8 Foot Gate,EACH
607-60109,607,8 Foot Gate (Special),EACH
607-60110,607,10 Foot Gate,EACH
607-60111,607,10 Foot Gate (Special),EACH
607-60112,607,12 Foot Gate,EACH
607-60113,607,12 Foot Gate (Special),EACH
607-60114,607,14 Foot Gate,EACH
607-60115,607,14 Foot Gate (Chain Link) (PVC Coated),EACH
607-60116,607,16 Foot Gate,EACH
607-60117,607,16 Foot Gate (Special),EACH
607-60119,607,18 Foot Gate (Special),EACH
607-60120,607,20 Foot Gate,EACH
607-60121,607,20 Foot Gate (Special),EACH
607-60153,607,3 Foot Gate (Special),EACH
607-60203,607,3 Ft Gate Single (Chain Link),EACH
607-60208,607,8 Ft Gate Single (Chain Link),EACH
607-60212,607,12 Foot Gate Single (Chain Link),EACH
607-60215,607,15 Foot Gate Single (Chain Link),EACH
607-60216,607,16 Foot Gate Single (Chain Link),EACH
607-60218,607,18 Foot Gate Single (Chain Link),EACH
607-60220,607,20 Foot Gate Single (Chain Link),EACH
607-60230,607,30 Foot Gate Single (Chain Link),EACH
607-60240,607,40 Foot Gate Single (Chain Link),EACH
607-60266,607,16 Foot Gate Double (Chain Link),EACH
607-60270,607,20 Foot Gate Double (Chain Link),EACH
607-60271,607,20 Foot Gate Double (Chain Link) (PVC Coated),EACH
607-60274,607,24 Foot Gate Double (Chain Link),EACH
607-60276,607,26 Foot Gate Double (Chain Link),EACH
607-60280,607,30 Foot Gate Double (Chain Link),EACH
607-60290,607,40 Foot Gate Double (Chain Link),EACH
607-60316,607,16 Foot Gate Twin,EACH
607-60320,607,20 Foot Gate Twin,EACH
607-60324,607,24 Foot Gate Twin,EACH
607-60332,607,32 Foot Gate Twin,EACH
607-60335,607,35 Foot Gate Twin,EACH
607-60340,607,40 Foot Gate Twin,EACH
607-60420,607,20 Foot Gate Twin (Special),EACH
607-60424,607,24 Foot Gate Twin (Special),EACH
607-60514,607,14 Foot Gate (Special),EACH
607-60516,607,Place 16 Foot Gate,EACH
